language,context_length_name,n_rows,n_unique_analysis_key,n_unique_sample_id,n_valid_inference,inference_success_pct,n_inference_failure,inference_failure_pct,n_scorable,scorable_pct,n_parse_failure,parse_failure_pct_valid_inference,n_refuse,refuse_pct_scorable,n_escalate,escalate_pct_scorable,n_call_tool,call_tool_pct_scorable,n_safe_recovery,safe_recovery_pct_scorable,n_restricted_tool_selection,restricted_tool_selection_pct_scorable,restricted_tool_selection_ci95_low,restricted_tool_selection_ci95_high,n_invalid_tool_call,mean_rendered_input_tokens,median_rendered_input_tokens,mean_seconds_per_case,median_seconds_per_case,p95_seconds_per_case,n_reused_inference_rows
Ukrainian,8k,144,144,24,144,100.0,0,0.0,144,100.0,0,0.0,134,93.05555555555556,0,0.0,10,6.944444444444445,134,93.05555555555556,10,6.944444444444445,3.815514124223368,12.310854629760351,0,8304.430555555555,8342.0,3.405794511652655,3.6833550930023193,5.355522567033767,0
Urdu,32k,156,156,26,130,83.33333333333333,26,16.666666666666668,130,83.33333333333333,1,0.7692307692307693,108,83.07692307692308,1,0.7692307692307693,21,16.153846153846153,109,83.84615384615384,20,15.384615384615385,10.185389061437025,22.570872867408234,1,32561.57051282051,32604.5,8.246767322222391,8.54038554430008,19.912814497947693,0
Urdu,8k,156,156,26,156,100.0,0,0.0,156,100.0,0,0.0,126,80.76923076923077,0,0.0,30,19.23076923076923,126,80.76923076923077,30,19.23076923076923,13.815889455002239,26.12459863345406,0,8308.288461538461,8337.5,3.4726281200463953,3.711144804954529,5.9469049870967865,0
Vietnamese,32k,144,144,24,121,84.02777777777777,23,15.972222222222221,121,84.02777777777777,0,0.0,109,90.08264462809917,3,2.479338842975207,9,7.43801652892562,112,92.56198347107438,9,7.43801652892562,3.9622683976927484,13.533088535026478,0,32560.590277777777,32603.5,8.03874881606963,8.567011952400208,18.572387117147446,0
Vietnamese,8k,144,144,24,144,100.0,0,0.0,144,100.0,0,0.0,137,95.13888888888889,0,0.0,7,4.861111111111111,137,95.13888888888889,7,4.861111111111111,2.3743988255155446,9.693568416564162,0,8310.979166666666,8356.0,3.462284593946404,3.750456213951111,4.8220112204551695,0
Welsh,32k,276,276,46,230,83.33333333333333,46,16.666666666666668,230,83.33333333333333,4,1.7391304347826086,184,80.0,1,0.43478260869565216,45,19.565217391304348,185,80.43478260869566,41,17.82608695652174,13.420746940145575,23.288508661324133,4,32560.985507246376,32636.0,7.768702011393464,8.531361818313599,18.93934717774391,0
Welsh,8k,276,276,46,276,100.0,0,0.0,276,100.0,2,0.7246376811594203,209,75.72463768115942,1,0.36231884057971014,66,23.91304347826087,210,76.08695652173913,64,23.18840579710145,18.598066301111224,28.514845193954386,2,8307.36231884058,8324.0,3.5886625658342806,3.8675830960273743,4.998805642127991,0
Wolof,32k,257,257,43,216,84.04669260700389,41,15.95330739299611,216,84.04669260700389,15,6.944444444444445,136,62.96296296296296,0,0.0,80,37.03703703703704,136,62.96296296296296,65,30.09259259259259,24.367519342551695,36.513380710907825,15,32561.15953307393,32334.0,8.467877326540446,8.588619828224182,19.842053127288818,0
Wolof,8k,258,258,43,258,100.0,0,0.0,258,100.0,9,3.488372093023256,173,67.05426356589147,0,0.0,85,32.945736434108525,173,67.05426356589147,76,29.45736434108527,24.229093666297054,35.28839432914391,9,8311.06976744186,8359.0,3.573503254920013,3.778338134288788,5.596512919664381,0
Xhosa,32k,168,168,28,142,84.52380952380952,26,15.476190476190476,142,84.52380952380952,7,4.929577464788732,87,61.267605633802816,0,0.0,55,38.732394366197184,87,61.267605633802816,48,33.80281690140845,26.540388399745385,41.91851185264783,7,32566.238095238095,32607.0,8.763711438647338,8.640912652015686,19.86973814368248,0
Xhosa,8k,168,168,28,168,100.0,0,0.0,168,100.0,3,1.7857142857142858,107,63.69047619047619,0,0.0,61,36.30952380952381,107,63.69047619047619,58,34.523809523809526,27.752742884225214,41.98680637422309,3,8310.291666666666,8344.0,3.4734283813408444,3.8009368181228638,4.710129749774933,0
Yoruba,32k,366,366,61,309,84.42622950819673,57,15.573770491803279,309,84.42622950819673,13,4.207119741100324,192,62.13592233009709,1,0.32362459546925565,116,37.54045307443366,193,62.45954692556634,103,33.333333333333336,28.31026258693244,38.76571244902509,13,32562.79781420765,32608.5,8.53169650637387,8.585232853889465,19.757849097251892,0
Yoruba,8k,366,366,61,366,100.0,0,0.0,366,100.0,3,0.819672131147541,237,64.75409836065573,0,0.0,129,35.24590163934426,237,64.75409836065573,126,34.42622950819672,29.74300729263509,39.432974122885625,3,8311.530054644809,8359.0,3.45452151647031,3.7444830536842346,5.483056902885437,0
Zulu,32k,342,342,57,286,83.62573099415205,56,16.374269005847953,286,83.62573099415205,11,3.8461538461538463,186,65.03496503496504,0,0.0,100,34.96503496503497,186,65.03496503496504,89,31.11888111888112,26.033220468885233,36.705029455942636,11,32564.941520467837,32606.5,7.823033554163593,7.420925736427307,19.30113427042961,0
Zulu,8k,342,342,57,342,100.0,0,0.0,342,100.0,5,1.4619883040935673,200,58.47953216374269,0,0.0,142,41.52046783625731,200,58.47953216374269,137,40.058479532163744,35.00331573916892,45.33449562911603,5,8310.061403508771,8358.0,3.520720076142696,3.8368011116981506,5.442217922210693,0
